,Boca de entrega,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Artículo@LITM,Artículo@Descripcion,Cajas Solicitadas,Pallets Solicitados
363,248095,SD,175782,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",5.0,0.03125
364,248095,SD,175782,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",16.0,0.071429
365,248095,SD,663553,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",72.0,0.5
366,241227,SD,175833,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",5.0,0.03125
367,241227,SD,175833,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",5.0,0.03125
368,241229,SD,175880,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",5.0,0.03125
369,241229,SD,175880,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",5.0,0.03125
370,338810,SD,663289,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",34.0,0.125
371,215258,SD,663491,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",200.0,0.769231
372,215258,SD,663491,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",100.0,0.694444
373,257797,SD,663905,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",288.0,2.0
374,228809,SD,175849,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",180.0,3.0
375,228809,SD,175849,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",288.0,4.0
376,228809,SD,663665,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",44.0,0.169231
377,228809,SD,663665,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",130.0,0.902778
378,228809,SD,663665,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",360.0,1.384615
379,228809,SD,663665,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",18.0,0.125
380,228809,SD,663665,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",680.0,2.5
381,228809,SD,663665,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",36.0,0.333333
382,228809,SD,663665,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",100.0,0.384615
383,228809,SD,663665,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",10.0,0.069444
384,228809,SD,663665,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",39.0,0.143382
385,258384,SD,663651,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",126.0,0.484615
386,292466,SD,175982,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",120.0,2.0
387,292466,SD,175982,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",15.0,0.066964
388,292466,SD,663939,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",544.0,2.0
389,292466,SD,663940,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
390,292466,SD,663940,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",260.0,1.0
391,292466,SD,663940,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",30.0,0.115385
392,292466,SD,663940,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",260.0,1.0
393,292466,SD,663940,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",60.0,0.230769
394,292466,SD,663940,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",34.0,0.125
395,226814,SD,175983,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",144.0,2.0
396,226814,SD,175983,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",360.0,6.0
397,226814,SD,175983,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",1.0,0.02
398,278927,SD,175901,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",600.0,12.0
399,278927,SD,663781,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",160.0,2.0
400,278927,SD,663781,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",520.0,2.0
401,278927,SD,663781,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",544.0,2.0
402,361409,SD,663376,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",5.0,0.034722
403,327955,SD,663627,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",50.0,0.183824
404,223397,SD,175958,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
405,223397,SD,175959,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
406,223397,SD,175960,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
407,223397,SD,175961,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
408,223397,SD,175962,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
409,223397,SD,175963,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
410,223397,SD,175964,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
411,223397,SD,175965,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2016.0,28.0
412,223397,SD,175966,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2016.0,28.0
413,223397,SD,175967,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2016.0,28.0
414,223397,SD,175968,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2016.0,28.0
415,223397,SD,175969,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1936.0,26.888889
416,223397,SD,663896,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",2620.0,18.194444
417,223397,SD,663896,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",500.0,1.923077
418,223397,SD,663896,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",250.0,0.961538
419,274855,SD,175954,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1440.0,24.0
420,274855,SD,175955,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1440.0,24.0
421,274855,SD,175956,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1440.0,24.0
422,274855,SD,663914,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",684.0,4.75
423,274855,SD,663914,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",725.0,1.923077
424,274855,SD,663914,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",61.0,0.7625
425,274855,SD,663914,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",100.0,0.384615
426,274855,SD,663914,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",320.0,1.230769
427,274855,SD,663914,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",200.0,1.388889
428,274855,SD,663914,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",272.0,1.0
429,274855,SD,663914,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",522.0,1.384615
430,274855,SD,663914,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",660.0,2.538462
431,274855,SD,663914,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",400.0,2.777778
432,274855,SD,663914,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",500.0,1.923077
433,274855,SD,663914,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",600.0,1.591512
434,274855,SD,663915,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",1026.0,7.125
435,274855,SD,663915,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",907.0,3.488462
436,274855,SD,663915,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",1000.0,9.259259
437,274855,SD,663915,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",259.0,3.2375
438,294667,SD,663950,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",2552.0,9.382353
439,294667,SD,663950,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",53.0,0.490741
440,326701,SD,663901,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",573.0,2.203846
441,326701,SD,663901,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",3.0,0.007958
442,326701,SD,663901,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",38.0,0.139706
443,241153,SD,663298,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",144.0,0.553846
444,241153,SD,663298,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",80.0,0.307692
445,241153,SD,663298,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",117.0,0.45
446,240058,SD,663666,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",2.0,0.007692
447,240058,SD,663666,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",906.0,2.403183
448,240058,SD,663666,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",60.0,0.75
449,240058,SD,663666,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",34.0,0.125
450,240058,SD,663666,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",120.0,1.5
451,240058,SD,663666,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",29.0,0.3625
452,366536,SD,663941,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",120.0,0.461538
453,366536,SD,663941,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",20.0,0.076923
454,366536,SD,663941,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",34.0,0.125
455,366536,SD,663941,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",20.0,0.076923
456,366536,SD,663941,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",20.0,0.076923
457,366536,SD,663941,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",34.0,0.125
