,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Boca de entrega,Artículo@LITM,Artículo@Descripcion,Pallets Solicitados,Cajas Solicitadas
0,SD,175330,363993,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.035714,8.0
1,SD,175330,363993,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.035714,8.0
2,SD,175330,363993,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.285714,64.0
3,SD,175330,363993,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.035714,8.0
4,SD,175697,232571,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.142857,32.0
5,SD,175711,228827,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",4.0,240.0
6,SD,175711,228827,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",5.0,360.0
7,SD,175711,228827,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",4.0,200.0
8,SD,175753,366063,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",0.027027,5.0
9,SD,175753,366063,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
10,SD,175753,366063,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
11,SD,175759,282507,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
12,SD,175759,282507,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
13,SD,175767,273955,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",3.0,180.0
14,SD,175767,273955,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",4.666667,336.0
15,SD,175768,251874,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",10.0,600.0
16,SD,175768,251874,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",10.0,720.0
17,SD,175771,363993,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",0.027027,5.0
18,SD,175771,363993,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
19,SD,175771,363993,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
20,SD,175771,363993,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.035714,8.0
21,SD,175771,363993,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.035714,8.0
22,SD,175771,363993,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.035714,8.0
23,SD,175781,241222,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
24,SD,175781,241222,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
25,SD,175781,241222,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.071429,16.0
26,SD,175782,248095,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
27,SD,175782,248095,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
28,SD,175782,248095,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.071429,16.0
29,SD,175805,245032,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
30,SD,175806,245032,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
31,SD,175817,245032,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",26.0,1872.0
32,SD,175819,245032,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",26.0,1872.0
33,SD,175820,245032,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",5.0,300.0
34,SD,175820,245032,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",15.833333,1140.0
35,SD,175833,241227,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
36,SD,175833,241227,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
37,SD,175844,334254,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",3.0,216.0
38,SD,175844,334254,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.428571,96.0
39,SD,175845,288883,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",3.0,216.0
40,SD,175845,288883,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.285714,64.0
41,SD,175848,313119,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1.0,60.0
42,SD,175849,228809,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",3.0,180.0
43,SD,175849,228809,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",4.0,288.0
44,SD,175850,307199,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.0,72.0
45,SD,175851,274918,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",0.5,30.0
46,SD,175880,241229,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
47,SD,175880,241229,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
48,SD,175889,242964,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.022321,5.0
49,SD,175889,242964,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.022321,5.0
50,SD,175889,242964,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.044643,10.0
51,SD,175890,346100,6011270001,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL       ",0.034722,5.0
52,SD,175890,346100,6011270002,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL       ",0.047619,5.0
53,SD,175890,346100,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",0.833333,50.0
54,SD,175890,346100,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.0,72.0
55,SD,175890,346100,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",2.0,100.0
56,SD,175890,346100,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",0.069444,5.0
57,SD,175891,255871,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2.0,144.0
58,SD,175891,255871,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",3.0,150.0
59,SD,175901,278927,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",12.0,600.0
60,SD,175920,253425,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",13.0,650.0
61,SD,175920,253425,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",13.0,780.0
62,SD,175921,253425,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",13.0,650.0
63,SD,175921,253425,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",13.0,780.0
64,SD,175930,274749,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",3.0,180.0
65,SD,175930,274749,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.166667,84.0
66,SD,175934,237840,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1300.0
67,SD,175935,237840,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1300.0
68,SD,175936,279534,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",3.6,216.0
69,SD,175942,225582,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",4.0,288.0
70,SD,175946,338653,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",0.108108,20.0
71,SD,175946,338653,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.125,20.0
72,SD,175946,338653,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.125,20.0
73,SD,175946,338653,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.0,72.0
74,SD,175946,338653,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",2.0,120.0
75,SD,175946,338653,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.285714,64.0
76,SD,175946,338653,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.142857,32.0
77,SD,175954,274855,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",24.0,1440.0
78,SD,175955,274855,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",24.0,1440.0
79,SD,175956,274855,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",24.0,1440.0
80,SD,175958,223397,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
81,SD,175959,223397,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
82,SD,175960,223397,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
83,SD,175961,223397,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
84,SD,175962,223397,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
85,SD,175963,223397,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
86,SD,175964,223397,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
87,SD,175965,223397,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",28.0,2016.0
88,SD,175966,223397,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",28.0,2016.0
89,SD,175967,223397,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",28.0,2016.0
90,SD,175968,223397,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",28.0,2016.0
91,SD,175969,223397,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",26.888889,1936.0
92,SD,175970,228827,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",4.0,240.0
93,SD,175970,228827,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",5.0,360.0
94,SD,175970,228827,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",3.0,180.0
95,SD,175970,228827,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",3.0,150.0
96,SD,175974,242156,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",17.0,1224.0
97,SD,175974,242156,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",3.933333,236.0
98,SD,175980,344134,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",14.666667,880.0
99,SD,175981,242957,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",2.4,120.0
100,SD,175982,292466,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",2.0,120.0
101,SD,175982,292466,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.066964,15.0
102,SD,175983,226814,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2.0,144.0
103,SD,175983,226814,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",6.0,360.0
104,SD,175983,226814,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",0.02,1.0
105,SD,175984,335857,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",6.0,360.0
106,SD,175985,333618,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",5.083333,305.0
107,SD,175985,333618,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",5.944444,428.0
108,SD,175985,333618,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1.083333,65.0
109,SD,175985,333618,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",4.0,200.0
110,SD,175985,333618,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.892857,200.0
111,SD,175986,307652,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",6.333333,456.0
112,SD,175987,307652,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",0.6,111.0
113,SD,175987,307652,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.5,80.0
114,SD,175987,307652,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.5,80.0
115,SD,175988,280831,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",2.333333,140.0
116,SD,175988,280831,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2.0,144.0
117,SD,175989,280831,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",6.0,360.0
118,SD,175990,245262,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",13.0,650.0
119,SD,175990,245262,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",13.0,780.0
120,SD,175991,245262,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",13.0,650.0
121,SD,175991,245262,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",13.0,780.0
122,SD,175992,245262,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1300.0
123,SD,175993,365798,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",10.833333,650.0
124,SD,175993,365798,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",10.833333,780.0
125,SD,175994,365798,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",21.666667,1300.0
126,SD,175995,232169,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1300.0
127,SD,175996,232169,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1300.0
128,SD,661181,363993,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.076923,20.0
129,SD,661181,363993,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.25,68.0
130,SD,661182,363993,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.076923,20.0
131,SD,662182,363993,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.230769,60.0
132,SD,662182,363993,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.153846,40.0
133,SD,662183,363993,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",0.166667,18.0
134,SD,662183,363993,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",0.125,18.0
135,SD,662183,363993,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",2.0,520.0
136,SD,662183,363993,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",2.0,288.0
137,SD,662183,363993,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",1.0,108.0
138,SD,662759,363993,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.230769,60.0
139,SD,662759,363993,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.125,34.0
140,SD,662759,363993,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",0.076923,29.0
141,SD,662759,363993,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",3.0,816.0
142,SD,662759,363993,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",1.0,80.0
143,SD,662759,363993,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.076923,20.0
144,SD,662893,225596,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
145,SD,662947,363993,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",2.0,216.0
146,SD,663289,338810,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.125,34.0
147,SD,663298,241153,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.553846,144.0
148,SD,663298,241153,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.307692,80.0
149,SD,663298,241153,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.45,117.0
150,SD,663322,357270,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
151,SD,663322,357270,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",1.0,144.0
152,SD,663349,255871,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.694444,100.0
153,SD,663376,361409,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",0.034722,5.0
154,SD,663412,242156,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.166667,24.0
155,SD,663427,228827,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",0.125,34.0
156,SD,663427,228827,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",5.0,1300.0
157,SD,663427,228827,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",6.0,1632.0
158,SD,663427,228827,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.230769,60.0
159,SD,663427,228827,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",0.013889,2.0
160,SD,663427,228827,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.030769,8.0
161,SD,663491,215258,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",0.769231,200.0
162,SD,663491,215258,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",0.694444,100.0
163,SD,663517,363993,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",0.25,36.0
164,SD,663517,363993,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",0.013263,5.0
165,SD,663517,363993,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",0.0625,5.0
166,SD,663517,363993,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",0.013263,5.0
167,SD,663519,363993,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",0.5,136.0
168,SD,663519,363993,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",0.0625,5.0
169,SD,663519,363993,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",0.013263,5.0
170,SD,663519,363993,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",0.0625,5.0
171,SD,663553,248095,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.5,72.0
172,SD,663555,282507,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.153846,40.0
173,SD,663588,245032,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",3.111538,809.0
174,SD,663588,245032,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",3.034615,789.0
175,SD,663588,245032,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",13.615385,3540.0
176,SD,663588,245032,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",3.484615,906.0
177,SD,663588,245032,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",1.423077,370.0
178,SD,663627,327955,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",0.183824,50.0
179,SD,663651,258384,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.484615,126.0
180,SD,663657,334254,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",0.076923,29.0
181,SD,663657,334254,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",0.2,16.0
182,SD,663657,334254,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",0.6,48.0
183,SD,663658,288883,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",0.076923,29.0
184,SD,663658,288883,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",0.2,16.0
185,SD,663664,313119,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",4.6,368.0
186,SD,663665,228809,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.169231,44.0
187,SD,663665,228809,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",0.902778,130.0
188,SD,663665,228809,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",1.384615,360.0
189,SD,663665,228809,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",0.125,18.0
190,SD,663665,228809,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",2.5,680.0
191,SD,663665,228809,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",0.333333,36.0
192,SD,663665,228809,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.384615,100.0
193,SD,663665,228809,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",0.069444,10.0
194,SD,663665,228809,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.143382,39.0
195,SD,663666,240058,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.007692,2.0
196,SD,663666,240058,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",2.403183,906.0
197,SD,663666,240058,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",0.75,60.0
198,SD,663666,240058,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",0.125,34.0
199,SD,663666,240058,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",1.5,120.0
200,SD,663666,240058,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",0.3625,29.0
201,SD,663667,307199,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",0.1,8.0
202,SD,663667,307199,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",0.6,48.0
203,SD,663667,307199,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",0.230769,60.0
204,SD,663667,307199,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",0.25,68.0
205,SD,663667,307199,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",6.2,496.0
206,SD,663667,307199,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",0.075,6.0
207,SD,663667,307199,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",0.025,2.0
208,SD,663719,252542,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",0.5,54.0
209,SD,663719,252542,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.076923,20.0
210,SD,663739,225596,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
211,SD,663740,242964,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
212,SD,663740,242964,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.384615,100.0
213,SD,663749,255871,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.192308,50.0
214,SD,663749,255871,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",0.384615,100.0
215,SD,663749,255871,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",0.347222,50.0
216,SD,663749,255871,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",0.166667,18.0
217,SD,663758,231959,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",0.079576,30.0
