,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Artículo@LITM,Artículo@Descripcion,Boca de entrega,Cajas Solicitadas,Pallets Solicitados
101,SD,663246,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",288883,29.0,0.076923
102,SD,663246,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",288883,16.0,0.2
103,SD,663246,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",288883,72.0,0.9
104,SD,663246,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",288883,29.0,0.076923
105,SD,663253,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",242156,30.0,0.208333
106,SD,663253,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",242156,40.0,0.153846
107,SD,663258,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",306443,455.0,1.75
108,SD,663259,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",266980,5.0,0.019231
109,SD,663260,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",266980,5.0,0.019231
110,SD,663261,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",266980,10.0,0.038462
111,SD,663265,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",251598,5.0,0.019231
112,SD,663265,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",251598,18.0,0.166667
113,SD,663265,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",251598,30.0,0.115385
114,SD,663265,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",251598,10.0,0.038462
115,SD,663266,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",284039,40.0,0.153846
116,SD,663266,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",284039,18.0,0.125
117,SD,663266,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",284039,18.0,0.166667
118,SD,663288,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",225661,150.0,0.576923
119,SD,663289,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",338810,34.0,0.125
120,SD,663293,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",240409,10.0,0.038462
121,SD,663293,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",240409,8.0,0.030769
122,SD,663294,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",240409,80.0,0.307692
123,SD,663294,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",240409,18.0,0.125
124,SD,663294,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",240409,18.0,0.166667
125,SD,663294,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",240409,90.0,0.346154
126,SD,663294,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",240409,20.0,0.076923
127,SD,663298,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",241153,144.0,0.553846
128,SD,663298,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",241153,80.0,0.307692
129,SD,663298,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",241153,117.0,0.45
130,SD,663317,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",317746,2.0,0.018519
131,SD,663322,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",357270,20.0,0.076923
132,SD,663322,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",357270,144.0,1.0
133,SD,663345,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",347444,130.0,0.5
134,SD,663349,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",255871,100.0,0.694444
135,SD,663353,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",301161,30.0,0.079576
136,SD,663360,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",334254,7.0,0.026923
137,SD,663376,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",361409,5.0,0.034722
138,SD,663409,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",286155,5.0,0.018382
139,SD,663412,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",242156,24.0,0.166667
140,SD,663414,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",301161,272.0,1.0
141,SD,663423,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",245032,1171.0,4.503846
142,SD,663423,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",245032,655.0,2.519231
143,SD,663423,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",245032,220.0,0.846154
144,SD,663423,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",245032,36.0,0.25
145,SD,663423,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",245032,180.0,1.666667
146,SD,663423,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",245032,1050.0,4.038462
147,SD,663423,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",245032,370.0,1.423077
148,SD,663428,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",299351,4.0,0.015385
149,SD,663429,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",299351,4.0,0.015385
150,SD,663430,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",299351,18.0,0.166667
151,SD,663437,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",279534,30.0,0.115385
152,SD,663441,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",225596,20.0,0.076923
153,SD,663460,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",325039,50.0,0.192308
154,SD,663460,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",325039,100.0,0.694444
155,SD,663460,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",325039,200.0,0.769231
156,SD,663460,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",325039,80.0,0.555556
157,SD,663460,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",325039,100.0,0.367647
158,SD,663460,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",325039,20.0,0.185185
159,SD,663460,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",325039,500.0,1.923077
160,SD,663480,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",237748,720.0,5.0
161,SD,663481,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",274708,80.0,1.0
162,SD,663481,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",274708,432.0,4.0
163,SD,663482,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",274708,4080.0,15.0
164,SD,663483,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",354625,20.0,0.076923
165,SD,663483,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",354625,18.0,0.125
166,SD,663483,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",354625,5.0,0.013263
167,SD,663483,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",354625,130.0,1.625
168,SD,663483,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",354625,272.0,1.0
169,SD,663483,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",354625,20.0,0.076923
170,SD,663483,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",354625,160.0,0.615385
171,SD,663483,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",354625,5.0,0.013263
172,SD,663483,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",354625,110.0,1.375
173,SD,663483,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",354625,12.0,0.15
174,SD,663490,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",258285,5.0,0.019231
175,SD,663490,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",258285,18.0,0.166667
176,SD,663491,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",215258,200.0,0.769231
177,SD,663491,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",215258,100.0,0.694444
178,SD,663496,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",301161,1820.0,7.0
179,SD,663497,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",331183,3.0,0.020833
180,SD,663498,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",257797,260.0,1.0
181,SD,663499,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",274708,18.0,0.125
182,SD,663500,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",274708,288.0,2.0
183,SD,663501,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",274708,260.0,1.0
184,SD,663501,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",274708,29.0,0.076923
185,SD,663502,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",274708,288.0,2.0
